treatment_id,artwork_id,treatment_type,start_date,end_date,cost_usd,treatment_notes,staff_id
TRT964,ART923,Surface Cleaning,2012-06-11,2012-09-29,16549.35,Surface Cleaning carried out due to biological contamination; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF386
TRT965,ART627,Varnish Removal,2023-01-08,2023-03-10,1114.35,Varnish Removal carried out due to panel cracking; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF443
TRT966,ART081,Re-framing,2022-06-28,2022-10-06,12332.45,Re-framing carried out due to biological contamination; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF510
TRT967,ART358,Varnish Removal,2018-03-16,2018-07-09,19936.73,Varnish Removal carried out due to acidic backing board; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF402
TRT968,ART832,Re-framing,2015-08-18,2015-08-29,12036.53,Re-framing carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF407
TRT969,ART663,Varnish Removal,2020-05-01,2020-08-22,1668.85,Varnish Removal carried out due to flaking paint layers; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF543
TRT970,ART240,Varnish Removal,2018-05-19,2018-07-05,7409.91,Varnish Removal carried out due to canvas deformation; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF209
TRT971,ART149,Surface Cleaning,2011-09-24,2011-11-25,19238.6,Surface Cleaning carried out due to frame instability; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF519
TRT972,ART487,Deacidification,2017-07-14,2017-09-29,22967.05,Deacidification carried out due to surface dust and grime; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF159
TRT973,ART740,Re-framing,2021-01-17,2021-04-06,33990.63,Re-framing carried out due to light damage and fading; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF164
TRT974,ART084,Deacidification,2022-03-15,2022-06-28,31011.8,Deacidification carried out due to yellowed varnish; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF436
TRT975,ART832,Inpainting,2017-05-02,2017-05-27,14841.57,Inpainting carried out due to canvas deformation; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF408
TRT976,ART494,Surface Cleaning,2019-11-01,2020-02-23,31634.01,Surface Cleaning carried out due to flaking paint layers; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF448
TRT977,ART442,Surface Cleaning,2016-11-20,2016-12-01,15967.17,Surface Cleaning carried out due to flaking paint layers; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF085
TRT978,ART981,Varnish Removal,2011-09-03,2011-11-11,30095.21,Varnish Removal carried out due to frame instability; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF432
TRT979,ART240,Pest Treatment,2023-10-21,2023-10-28,32845.63,Pest Treatment carried out due to yellowed varnish; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF138
TRT980,ART643,Re-framing,2012-05-31,2012-08-13,24842.45,Re-framing carried out due to previous restoration discoloration; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF412
TRT981,ART236,Deacidification,2019-04-19,2019-04-30,25258.7,Deacidification carried out due to biological contamination; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF224
TRT982,ART854,Inpainting,2018-10-08,2018-12-02,25870.11,Inpainting carried out due to frame instability; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF079
TRT983,ART784,Inpainting,2013-10-17,2013-11-17,14469.79,Inpainting carried out due to surface dust and grime; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF246
TRT984,ART101,Varnish Removal,2021-10-14,2021-11-25,932.01,Varnish Removal carried out due to frame instability; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF423
TRT985,ART655,Deacidification,2019-11-08,2019-11-19,31961.12,Deacidification carried out due to surface dust and grime; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF276
TRT986,ART543,Surface Cleaning,2012-11-29,2013-02-25,16718.42,Surface Cleaning carried out due to frame instability; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF289
TRT987,ART913,Structural Stabilization,2011-01-27,2011-03-09,26578.22,Structural Stabilization carried out due to flaking paint layers; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF092
TRT988,ART657,Inpainting,2020-03-02,2020-04-16,27670.47,Inpainting carried out due to panel cracking; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF120
TRT989,ART857,Structural Stabilization,2013-02-01,2013-02-12,34106.7,Structural Stabilization carried out due to flaking paint layers; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF273
TRT990,ART379,Re-framing,2015-03-29,2015-07-08,17738.23,Re-framing carried out due to previous restoration discoloration; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF415
TRT991,ART309,Deacidification,2010-06-08,2010-08-02,6564.13,Deacidification carried out due to flaking paint layers; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF554
TRT992,ART140,Surface Cleaning,2014-05-05,2014-07-07,33120.35,Surface Cleaning carried out due to acidic backing board; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF030
TRT993,ART221,Pest Treatment,2018-01-07,2018-02-07,33293.74,Pest Treatment carried out due to canvas deformation; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF350
TRT994,ART628,Re-framing,2022-05-08,2022-06-24,11026.81,Re-framing carried out due to biological contamination; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF187
TRT995,ART411,Deacidification,2016-10-22,2017-02-01,25747.35,Deacidification carried out due to canvas deformation; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF335
